model,component,layer_1based,config_revision,config_source,config_pointer,attention_type,hidden_size,heads,kv_heads,head_dim,intermediate_size,head_dim_evidence,layer_scope
MiniCPM-2B-sft-bf16,root,1,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,2,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,3,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,4,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,5,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,6,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,7,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,8,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,9,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,10,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,11,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,12,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,13,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,14,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,15,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,16,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,17,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,18,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,19,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,20,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,21,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,22,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,23,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,24,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,25,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,26,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,27,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,28,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,29,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,30,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,31,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,32,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,33,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,34,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,35,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,36,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,37,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,38,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,39,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-2B-sft-bf16,root,40,4ec16344ac13e6ef5010aeecaa533369ac8eb53c,https://huggingface.co/openbmb/MiniCPM-2B-sft-bf16/resolve/4ec16344ac13e6ef5010aeecaa533369ac8eb53c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,1,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,2,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,3,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,4,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,5,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,6,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,7,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,8,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,9,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,10,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,11,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,12,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,13,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,14,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,15,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,16,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,17,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,18,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,19,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,20,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,21,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,22,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,23,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,24,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,25,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,26,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,27,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,28,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,29,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,30,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,31,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,32,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,33,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,34,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,35,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,36,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,37,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,38,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,39,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM-MoE-8x2B,root,40,7495286593bc56a524a42e26eeaee5e185cb7f9c,https://huggingface.co/openbmb/MiniCPM-MoE-8x2B/resolve/7495286593bc56a524a42e26eeaee5e185cb7f9c/config.json,/,full_attention,2304,36,36,64,5760,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM3-4B,root,1,d6b14ddaefdb11c624dd75c3c779549bc90b08cb,https://huggingface.co/openbmb/MiniCPM3-4B/resolve/d6b14ddaefdb11c624dd75c3c779549bc90b08cb/config.json,/,MLA,2560,40,40,64,6400,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM3-4B,root,2,d6b14ddaefdb11c624dd75c3c779549bc90b08cb,https://huggingface.co/openbmb/MiniCPM3-4B/resolve/d6b14ddaefdb11c624dd75c3c779549bc90b08cb/config.json,/,MLA,2560,40,40,64,6400,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM3-4B,root,3,d6b14ddaefdb11c624dd75c3c779549bc90b08cb,https://huggingface.co/openbmb/MiniCPM3-4B/resolve/d6b14ddaefdb11c624dd75c3c779549bc90b08cb/config.json,/,MLA,2560,40,40,64,6400,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
MiniCPM3-4B,root,4,d6b14ddaefdb11c624dd75c3c779549bc90b08cb,https://huggingface.co/openbmb/MiniCPM3-4B/resolve/d6b14ddaefdb11c624dd75c3c779549bc90b08cb/config.json,/,MLA,2560,40,40,64,6400,hidden_size/heads 推导,配置层；drop/truncation/运行路径另行核验
