model,group,layer_1based,kind,logical_parameters,payload_bytes,tensor_count,routed_parameters,attention_parameters,shared_parameters,active_linear_parameters
Kimi-K2.5,decoder,29,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,30,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,31,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,32,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,33,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,34,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,35,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,36,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,37,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,38,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,39,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,40,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,41,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,42,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,43,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,44,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,45,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,46,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,47,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,48,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,49,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,50,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,51,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,52,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,53,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,54,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,55,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,56,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,57,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,58,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,59,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,60,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,decoder,61,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.5,embedding,0,,1174405120,2348810240,1,,,,
Kimi-K2.5,final_norm_and_residual,0,,7168,14336,1,,,,
Kimi-K2.5,output_head,0,,1174405120,2348810240,1,,,,1174405120
Kimi-K2.5,projector,0,,54277888,108555776,6,,,,54263808
Kimi-K2.5,vision,1,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,2,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,3,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,4,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,5,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,6,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,7,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,8,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,9,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,10,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,11,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,12,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,13,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,14,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,15,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,16,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,17,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,18,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,19,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,20,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,21,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,22,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,23,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,24,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,25,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,26,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision,27,,15239504,30479008,12,,,,15224832
Kimi-K2.5,vision_other,0,,5399424,10798848,5,,,,
Kimi-K2.6,decoder,1,MLA + Dense,497500160,995000320,12,,101124096,,497483776
Kimi-K2.6,decoder,2,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,3,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,4,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,5,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,6,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,7,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,8,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,9,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,10,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,11,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,12,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,13,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,14,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,15,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,16,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,17,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,18,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,19,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,20,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,21,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,22,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,23,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,24,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,25,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,26,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,27,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,28,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,29,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,30,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,31,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,32,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,33,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,34,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,35,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,36,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,37,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,38,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,39,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,40,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,41,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,42,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,43,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,44,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,45,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,46,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,47,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,48,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,49,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,50,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,51,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,52,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,53,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,54,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,55,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,56,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,57,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,58,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,59,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,60,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,decoder,61,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.6,embedding,0,,1174405120,2348810240,1,,,,
Kimi-K2.6,final_norm_and_residual,0,,7168,14336,1,,,,
Kimi-K2.6,output_head,0,,1174405120,2348810240,1,,,,1174405120
Kimi-K2.6,projector,0,,54277888,108555776,6,,,,54263808
Kimi-K2.6,vision,1,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,2,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,3,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,4,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,5,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,6,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,7,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,8,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,9,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,10,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,11,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,12,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,13,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,14,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,15,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,16,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,17,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,18,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,19,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,20,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,21,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,22,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,23,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,24,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,25,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,26,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision,27,,15239504,30479008,12,,,,15224832
Kimi-K2.6,vision_other,0,,5399424,10798848,5,,,,
Kimi-K2.7-Code,decoder,1,MLA + Dense,497500160,995000320,12,,101124096,,497483776
Kimi-K2.7-Code,decoder,2,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,3,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,4,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,5,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,6,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,7,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,8,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,9,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,10,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,11,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,12,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,13,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,14,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,15,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,16,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,17,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,18,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,19,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,20,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,21,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,22,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,23,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,24,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,25,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,26,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,27,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,28,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,29,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,30,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,31,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,32,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,33,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,34,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,35,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,36,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,37,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,38,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,39,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,40,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,41,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,42,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,43,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,44,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,45,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,46,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,47,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,48,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,49,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,50,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,51,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,52,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,53,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,54,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,55,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,56,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,57,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,58,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,59,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,60,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,decoder,61,MLA + MoE,17059365248,9808554496,3470,16911433728,101124096,44040192,500236288.00000197
Kimi-K2.7-Code,embedding,0,,1174405120,2348810240,1,,,,
Kimi-K2.7-Code,final_norm_and_residual,0,,7168,14336,1,,,,
Kimi-K2.7-Code,output_head,0,,1174405120,2348810240,1,,,,1174405120
Kimi-K2.7-Code,projector,0,,54277888,108555776,6,,,,54263808
Kimi-K2.7-Code,vision,1,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,2,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,3,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,4,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,5,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,6,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,7,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,8,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,9,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,10,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,11,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,12,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,13,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,14,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,15,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,16,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,17,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,18,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,19,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,20,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,21,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,22,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,23,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,24,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,25,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,26,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision,27,,15239504,30479008,12,,,,15224832
Kimi-K2.7-Code,vision_other,0,,5399424,10798848,5,,,,
Kimi-K3,decoder,1,KDA + Dense,1170446592,2341213184,23,,443740416,,1170257920
Kimi-K3,decoder,2,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,3,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,4,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,5,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,6,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,7,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,8,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,9,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,10,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,11,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,12,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,13,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,14,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,15,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,16,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,17,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,18,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,19,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,20,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,21,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,22,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,23,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,24,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,25,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,26,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,27,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
